Facility,KW_Rating,KWH_Generated,Date,Generated,Location,ObjectId,Number_of_Panels,Is_Over_Parking
Fire Station 45,41,"7,097",2018/08/01 00:00:00+00,,3821 N Fort Apache,2400,204,TRUE
Fire Station 45,41,"7,348",2018/09/01 00:00:00+00,,3821 N Fort Apache,2104,204,TRUE
Fire Station 45,41,"5,198",2018/10/01 00:00:00+00,,3821 N Fort Apache,2153,204,TRUE
Fire Station 45,41,"4,114",2018/11/01 00:00:00+00,,3821 N Fort Apache,2155,204,TRUE
Fire Station 45,41,"3,031",2018/12/01 00:00:00+00,,3821 N Fort Apache,2157,204,TRUE
Fire Station 45,41,"2,652",2019/01/01 00:00:00+00,,3821 N Fort Apache,2215,204,TRUE
Fire Station 45,41,"3,371",2019/02/01 00:00:00+00,,3821 N Fort Apache,2218,204,TRUE
Fire Station 45,41,"5,713",2019/03/01 00:00:00+00,,3821 N Fort Apache,2264,204,TRUE
Fire Station 45,41,"6,435",2019/04/01 00:00:00+00,,3821 N Fort Apache,2266,204,TRUE
Fire Station 45,41,"8,335",2019/05/01 00:00:00+00,,3821 N Fort Apache,2268,204,TRUE
Fire Station 45,41,"7,503",2019/06/01 00:00:00+00,,3821 N Fort Apache,2270,204,TRUE
Fire Station 45,41,"8,403",2019/07/01 00:00:00+00,,3821 N Fort Apache,2687,204,TRUE
Fire Station 45,41,"7,832",2019/08/01 00:00:00+00,,3821 N Fort Apache,2688,204,TRUE
Fire Station 45,41,"6,287",2019/09/01 00:00:00+00,,3821 N Fort Apache,2689,204,TRUE
Fire Station 45,41,"5,209",2019/10/01 00:00:00+00,,3821 N Fort Apache,2690,204,TRUE
Fire Station 45,41,"4,282",2019/11/01 00:00:00+00,,3821 N Fort Apache,2691,204,TRUE
Fire Station 45,41,"3,036",2019/12/01 00:00:00+00,,3821 N Fort Apache,2692,204,TRUE
Fire Station 45,41,"2,875",2020/01/01 00:00:00+00,,3821 N Fort Apache,2693,204,TRUE
Fire Station 45,41,"4,280",2020/02/01 00:00:00+00,,3821 N Fort Apache,2694,204,TRUE
Fire Station 45,41,"5,117",2020/03/01 00:00:00+00,,3821 N Fort Apache,2695,204,TRUE
Fire Station 45,41,"6,369",2020/04/01 00:00:00+00,,3821 N Fort Apache,2451,204,TRUE
Fire Station 45,41,"8,325",2020/05/01 00:00:00+00,,3821 N Fort Apache,2452,204,TRUE
Fire Station 45,41,"8,407",2020/06/01 00:00:00+00,,3821 N Fort Apache,2453,204,TRUE
Fire Station 45,41,"8,726",2020/07/01 00:00:00+00,,3821 N Fort Apache,3112,204,TRUE
Fire Station 45,41,"7,266",2020/08/01 00:00:00+00,,3821 N Fort Apache,3113,204,TRUE
Fire Station 45,41,"6,281",2020/09/01 00:00:00+00,,3821 N Fort Apache,3114,204,TRUE
Fire Station 45,41,"5,169",2020/10/01 00:00:00+00,,3821 N Fort Apache,3115,204,TRUE
Fire Station 45,41,"4,130",2020/11/01 00:00:00+00,,3821 N Fort Apache,3116,204,TRUE
Fire Station 45,41,"3,051",2020/12/01 00:00:00+00,,3821 N Fort Apache,3117,204,TRUE
Fire Station 45,41,"3,032",2021/01/01 00:00:00+00,,3821 N Fort Apache,3118,204,TRUE
Fire Station 45,41,"3,170",2021/02/01 00:00:00+00,,3821 N Fort Apache,3119,204,TRUE
Fire Station 45,41,"5,030",2021/03/01 00:00:00+00,,3821 N Fort Apache,3120,204,TRUE
Fire Station 45,41,"7,582",2021/04/01 00:00:00+00,,3821 N Fort Apache,3121,204,TRUE
Fire Station 45,41,"7,501",2021/05/01 00:00:00+00,,3821 N Fort Apache,3122,204,TRUE
Fire Station 45,41,"7,880",2021/06/01 00:00:00+00,,3821 N Fort Apache,3123,204,TRUE
Fire Station 48,30,57507,2014/07/01 00:00:00+00,6188,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",287,150,TRUE
Fire Station 48,30,57507,2014/08/01 00:00:00+00,5454,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",275,150,TRUE
Fire Station 48,30,57507,2014/09/01 00:00:00+00,3539,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",42,150,TRUE
Fire Station 48,30,57507,2014/10/01 00:00:00+00,3539,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",310,150,TRUE
Fire Station 48,30,57507,2014/11/01 00:00:00+00,3539,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",300,150,TRUE
Fire Station 48,30,57507,2014/12/01 00:00:00+00,3071,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",291,150,TRUE
Fire Station 48,30,57507,2015/01/01 00:00:00+00,3071,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",44,150,TRUE
Fire Station 48,30,57507,2015/02/01 00:00:00+00,4268,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",24,150,TRUE
Fire Station 48,30,57507,2015/03/01 00:00:00+00,6317,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",39,150,TRUE
Fire Station 48,30,57507,2015/04/01 00:00:00+00,5953,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",260,150,TRUE
Fire Station 48,30,57507,2015/05/01 00:00:00+00,6188,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",264,150,TRUE
Fire Station 48,30,57507,2015/06/01 00:00:00+00,6380,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",263,150,TRUE
Fire Station 48,30,57507,2015/07/01 00:00:00+00,6380,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",283,150,TRUE
Fire Station 48,30,57507,2015/08/01 00:00:00+00,4901,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",389,150,TRUE
Fire Station 48,30,57507,2015/09/01 00:00:00+00,3977,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",1590,150,TRUE
Fire Station 48,30,57507,2015/10/01 00:00:00+00,5348,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",921,150,TRUE
Fire Station 48,30,57507,2015/11/01 00:00:00+00,1175,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",944,150,TRUE
Fire Station 48,30,57507,2015/12/01 00:00:00+00,2920,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",499,150,TRUE
Fire Station 48,30,57507,2016/01/01 00:00:00+00,3270,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",157,150,TRUE
Fire Station 48,30,57507,2016/02/01 00:00:00+00,4397,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",1136,150,TRUE
Fire Station 48,30,57507,2016/03/01 00:00:00+00,5694,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",1065,150,TRUE
Fire Station 48,30,57507,2016/07/01 00:00:00+00,1751,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",1450,150,TRUE
Fire Station 48,30,57507,2016/08/01 00:00:00+00,6019,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",133,150,TRUE
Fire Station 48,30,57507,2016/09/01 00:00:00+00,5320,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",958,150,TRUE
Fire Station 48,30,57507,2016/10/01 00:00:00+00,13926,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",588,150,TRUE
Fire Station 48,30,57507,2017/01/01 00:00:00+00,2616,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",934,150,TRUE
Fire Station 48,30,57507,2017/02/01 00:00:00+00,3013,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",1165,150,TRUE
Fire Station 48,30,57507,2017/03/01 00:00:00+00,4599,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",170,150,TRUE
Fire Station 48,30,57507,2017/04/01 00:00:00+00,4890,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",101,150,TRUE
Fire Station 48,30,57507,2017/05/01 00:00:00+00,5926,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",1190,150,TRUE
Fire Station 48,30,57507,2017/06/01 00:00:00+00,6898,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",582,150,TRUE
Fire Station 48,30,57507,2017/07/01 00:00:00+00,5634,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",892,150,TRUE
Fire Station 48,30,"5,634",2017/07/01 00:00:00+00,,9133 Elkhorn Rd,1724,150,TRUE
Fire Station 48,30,57507,2017/08/01 00:00:00+00,5749,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",647,150,TRUE
Fire Station 48,30,"5,749",2017/08/01 00:00:00+00,,9133 Elkhorn Rd,1725,150,TRUE
Fire Station 48,30,57507,2017/09/01 00:00:00+00,5348,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",1300,150,TRUE
Fire Station 48,30,"5,348",2017/09/01 00:00:00+00,,9133 Elkhorn Rd,1726,150,TRUE
Fire Station 48,30,57507,2017/10/01 00:00:00+00,4612,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",566,150,TRUE
Fire Station 48,30,"4,612",2017/10/01 00:00:00+00,,9133 Elkhorn Rd,1727,150,TRUE
Fire Station 48,30,57507,2017/11/01 00:00:00+00,3493,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",91,150,TRUE
Fire Station 48,30,"3,493",2017/11/01 00:00:00+00,,9133 Elkhorn Rd,1728,150,TRUE
Fire Station 48,30,57507,2017/12/01 00:00:00+00,2938,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",1419,150,TRUE
Fire Station 48,30,"2,938",2017/12/01 00:00:00+00,,9133 Elkhorn Rd,1729,150,TRUE
Fire Station 48,30,57507,2018/01/01 00:00:00+00,2734,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",385,150,TRUE
Fire Station 48,30,"2,734",2018/01/01 00:00:00+00,,9133 Elkhorn Rd,1730,150,TRUE
Fire Station 48,30,57507,2018/02/01 00:00:00+00,3286,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",122,150,TRUE
Fire Station 48,30,"3,286",2018/02/01 00:00:00+00,,9133 Elkhorn Rd,1731,150,TRUE
Fire Station 48,30,57507,2018/03/01 00:00:00+00,5899,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",248,150,TRUE
Fire Station 48,30,"5,899",2018/03/01 00:00:00+00,,9133 Elkhorn Rd,1732,150,TRUE
Fire Station 48,30,57507,2018/04/01 00:00:00+00,6098,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",154,150,TRUE
Fire Station 48,30,"6,098",2018/04/01 00:00:00+00,,9133 Elkhorn Rd,1733,150,TRUE
Fire Station 48,30,57507,2018/05/01 00:00:00+00,7374,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",909,150,TRUE
Fire Station 48,30,"7,374",2018/05/01 00:00:00+00,,9133 Elkhorn Rd,1734,150,TRUE
Fire Station 48,30,57507,2018/06/01 00:00:00+00,6318,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",92,150,TRUE
Fire Station 48,30,"6,318",2018/06/01 00:00:00+00,,9133 Elkhorn Rd,1735,150,TRUE
Fire Station 48,30,57507,2018/07/01 00:00:00+00,5572,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",552,150,TRUE
Fire Station 48,30,"5,572",2018/07/01 00:00:00+00,,9133 Elkhorn Rd,2232,150,TRUE
Fire Station 48,30,57507,2018/08/01 00:00:00+00,5888,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",919,150,TRUE
Fire Station 48,30,"5,888",2018/08/01 00:00:00+00,,9133 Elkhorn Rd,2233,150,TRUE
Fire Station 48,30,57507,2018/09/01 00:00:00+00,4276,"9133 Elkhorn Rd
Las Vegas, NV 89149
(36.291814, -115.295198)",531,150,TRUE
Fire Station 48,30,"4,276",2018/09/01 00:00:00+00,,9133 Elkhorn Rd,2234,150,TRUE
Fire Station 48,30,"3,601",2018/10/01 00:00:00+00,,9133 Elkhorn Rd,2235,150,TRUE
Fire Station 48,30,"2,705",2018/11/01 00:00:00+00,,9133 Elkhorn Rd,2236,150,TRUE
Fire Station 48,30,"2,268",2018/12/01 00:00:00+00,,9133 Elkhorn Rd,2237,150,TRUE
Fire Station 48,30,"2,991",2019/01/01 00:00:00+00,,9133 Elkhorn Rd,2238,150,TRUE
Fire Station 48,30,"4,502",2019/02/01 00:00:00+00,,9133 Elkhorn Rd,2239,150,TRUE
Fire Station 48,30,"5,071",2019/03/01 00:00:00+00,,9133 Elkhorn Rd,2240,150,TRUE
Fire Station 48,30,"6,571",2019/04/01 00:00:00+00,,9133 Elkhorn Rd,2241,150,TRUE
Fire Station 48,30,"6,571",2019/05/01 00:00:00+00,,9133 Elkhorn Rd,2242,150,TRUE
Fire Station 48,30,"5,887",2019/06/01 00:00:00+00,,9133 Elkhorn Rd,2243,150,TRUE
Fire Station 48,30,"6,657",2019/07/01 00:00:00+00,,9133 Elkhorn Rd,3016,150,TRUE
Fire Station 48,30,"6,256",2019/08/01 00:00:00+00,,9133 Elkhorn Rd,3019,150,TRUE
Fire Station 48,30,"5,148",2019/09/01 00:00:00+00,,9133 Elkhorn Rd,3020,150,TRUE
Fire Station 48,30,"4,346",2019/10/01 00:00:00+00,,9133 Elkhorn Rd,3021,150,TRUE
Fire Station 48,30,"3,735",2019/11/01 00:00:00+00,,9133 Elkhorn Rd,3022,150,TRUE
Fire Station 48,30,"2,686",2019/12/01 00:00:00+00,,9133 Elkhorn Rd,3023,150,TRUE
Fire Station 48,30,"2,648",2020/01/01 00:00:00+00,,9133 Elkhorn Rd,3024,150,TRUE
Fire Station 48,30,"3,718",2020/02/01 00:00:00+00,,9133 Elkhorn Rd,3025,150,TRUE
Fire Station 48,30,"4,189",2020/03/01 00:00:00+00,,9133 Elkhorn Rd,3026,150,TRUE
Fire Station 48,30,"5,046",2020/04/01 00:00:00+00,,9133 Elkhorn Rd,3027,150,TRUE
Fire Station 48,30,"6,452",2020/05/01 00:00:00+00,,9133 Elkhorn Rd,3028,150,TRUE
Fire Station 48,30,"6,086",2020/06/01 00:00:00+00,,9133 Elkhorn Rd,3029,150,TRUE
Fire Station 48,30,"6,936",2020/07/01 00:00:00+00,,9133 Elkhorn Rd,3481,150,TRUE
Fire Station 48,30,"5,839",2020/08/01 00:00:00+00,,9133 Elkhorn Rd,3482,150,TRUE
Fire Station 48,30,"5,074",2020/09/01 00:00:00+00,,9133 Elkhorn Rd,3483,150,TRUE
Fire Station 48,30,"4,278",2020/10/01 00:00:00+00,,9133 Elkhorn Rd,3484,150,TRUE
Fire Station 48,30,"3,596",2020/11/01 00:00:00+00,,9133 Elkhorn Rd,3485,150,TRUE
Fire Station 48,30,"2,716",2020/12/01 00:00:00+00,,9133 Elkhorn Rd,3486,150,TRUE
Fire Station 48,30,"2,626",2021/01/01 00:00:00+00,,9133 Elkhorn Rd,3487,150,TRUE
Fire Station 48,30,"2,757",2021/02/01 00:00:00+00,,9133 Elkhorn Rd,3488,150,TRUE
Fire Station 48,30,"4,288",2021/03/01 00:00:00+00,,9133 Elkhorn Rd,3489,150,TRUE
Fire Station 48,30,"6,273",2021/04/01 00:00:00+00,,9133 Elkhorn Rd,3490,150,TRUE
Fire Station 48,30,"5,966",2021/05/01 00:00:00+00,,9133 Elkhorn Rd,3491,150,TRUE
Fire Station 48,30,"6,168",2021/06/01 00:00:00+00,,9133 Elkhorn Rd,3492,150,TRUE
Fire Station 5,30,61016,2014/07/01 00:00:00+00,5965,"1020 Hinson St
Las Vegas, NV 89107
(36.160719, -115.195001)",1392,171,TRUE
Fire Station 5,30,61016,2014/08/01 00:00:00+00,6278,"1020 Hinson St
Las Vegas, NV 89107
(36.160719, -115.195001)",767,171,TRUE
Fire Station 5,30,61016,2014/09/01 00:00:00+00,4808,"1020 Hinson St
Las Vegas, NV 89107
(36.160719, -115.195001)",865,171,TRUE
Fire Station 5,30,61016,2014/10/01 00:00:00+00,3887,"1020 Hinson St
Las Vegas, NV 89107
(36.160719, -115.195001)",946,171,TRUE
Fire Station 5,30,61016,2014/11/01 00:00:00+00,2619,"1020 Hinson St
Las Vegas, NV 89107
(36.160719, -115.195001)",646,171,TRUE
Fire Station 5,30,61016,2014/12/01 00:00:00+00,2813,"1020 Hinson St
Las Vegas, NV 89107
(36.160719, -115.195001)",558,171,TRUE
Fire Station 5,30,61016,2015/01/01 00:00:00+00,3660,"1020 Hinson St
Las Vegas, NV 89107
(36.160719, -115.195001)",626,171,TRUE
Fire Station 5,30,61016,2015/02/01 00:00:00+00,4287,"1020 Hinson St
Las Vegas, NV 89107
(36.160719, -115.195001)",398,171,TRUE
Fire Station 5,30,61016,2015/03/01 00:00:00+00,6645,"1020 Hinson St
Las Vegas, NV 89107
(36.160719, -115.195001)",1268,171,TRUE
Fire Station 5,30,61016,2015/04/01 00:00:00+00,6327,"1020 Hinson St
Las Vegas, NV 89107
(36.160719, -115.195001)",1446,171,TRUE
Fire Station 5,30,61016,2015/05/01 00:00:00+00,6293,"1020 Hinson St
Las Vegas, NV 89107
(36.160719, -115.195001)",949,171,TRUE
Fire Station 5,30,61016,2015/06/01 00:00:00+00,7434,"1020 Hinson St
Las Vegas, NV 89107
(36.160719, -115.195001)",388,171,TRUE
Fire Station 5,30,61016,2015/07/01 00:00:00+00,6136,"1020 Hinson St
Las Vegas, NV 89107
(36.160719, -115.195001)",594,171,TRUE
Fire Station 5,30,61016,2015/08/01 00:00:00+00,5508,"1020 Hinson St
Las Vegas, NV 89107
(36.160719, -115.195001)",1429,171,TRUE
Fire Station 5,30,61016,2015/09/01 00:00:00+00,4287,"1020 Hinson St
Las Vegas, NV 89107
(36.160719, -115.195001)",505,171,TRUE
Fire Station 5,30,61016,2015/10/01 00:00:00+00,3962,"1020 Hinson St
Las Vegas, NV 89107
(36.160719, -115.195001)",1387,171,TRUE
Fire Station 5,30,61016,2015/11/01 00:00:00+00,2876,"1020 Hinson St
Las Vegas, NV 89107
(36.160719, -115.195001)",1172,171,TRUE
Fire Station 5,30,61016,2015/12/01 00:00:00+00,2779,"1020 Hinson St
Las Vegas, NV 89107
(36.160719, -115.195001)",1274,171,TRUE
Fire Station 5,30,61016,2016/01/01 00:00:00+00,4097,"1020 Hinson St
Las Vegas, NV 89107
(36.160719, -115.195001)",994,171,TRUE
Fire Station 5,30,61016,2016/07/01 00:00:00+00,7568,"1020 Hinson St
Las Vegas, NV 89107
(36.160719, -115.195001)",75,171,TRUE
Fire Station 5,30,61016,2016/08/01 00:00:00+00,6358,"1020 Hinson St
Las Vegas, NV 89107
(36.160719, -115.195001)",408,171,TRUE
Fire Station 5,30,61016,2016/09/01 00:00:00+00,5829,"1020 Hinson St
Las Vegas, NV 89107
(36.160719, -115.195001)",355,171,TRUE
Fire Station 5,30,61016,2016/10/01 00:00:00+00,5015,"1020 Hinson St
Las Vegas, NV 89107
(36.160719, -115.195001)",1054,171,TRUE
Fire Station 5,30,61016,2017/01/01 00:00:00+00,2791,"1020 Hinson St
Las Vegas, NV 89107
(36.160719, -115.195001)",1189,171,TRUE
Fire Station 5,30,61016,2017/02/01 00:00:00+00,3099,"1020 Hinson St
Las Vegas, NV 89107
(36.160719, -115.195001)",1059,171,TRUE
Fire Station 5,30,61016,2017/03/01 00:00:00+00,4507,"1020 Hinson St
Las Vegas, NV 89107
(36.160719, -115.195001)",587,171,TRUE
Fire Station 5,30,61016,2017/04/01 00:00:00+00,5951,"1020 Hinson St
Las Vegas, NV 89107
(36.160719, -115.195001)",689,171,TRUE
Fire Station 5,30,61016,2017/05/01 00:00:00+00,7007,"1020 Hinson St
Las Vegas, NV 89107
(36.160719, -115.195001)",230,171,TRUE
Fire Station 5,30,61016,2017/06/01 00:00:00+00,7247,"1020 Hinson St
Las Vegas, NV 89107
(36.160719, -115.195001)",657,171,TRUE
Fire Station 5,30,61016,2017/07/01 00:00:00+00,7109,"1020 Hinson St
Las Vegas, NV 89107
(36.160719, -115.195001)",139,171,TRUE
Fire Station 5,30.1,"7,109",2017/07/01 00:00:00+00,,1020 Hinson St,1920,171,TRUE
Fire Station 5,30,61016,2017/08/01 00:00:00+00,5853,"1020 Hinson St
Las Vegas, NV 89107
(36.160719, -115.195001)",1290,171,TRUE
Fire Station 5,30.1,"5,853",2017/08/01 00:00:00+00,,1020 Hinson St,1921,171,TRUE
Fire Station 5,30,61016,2017/09/01 00:00:00+00,5742,"1020 Hinson St
Las Vegas, NV 89107
(36.160719, -115.195001)",1191,171,TRUE
Fire Station 5,30.1,"5,742",2017/09/01 00:00:00+00,,1020 Hinson St,1922,171,TRUE
Fire Station 5,30,61016,2017/10/01 00:00:00+00,4881,"1020 Hinson St
Las Vegas, NV 89107
(36.160719, -115.195001)",1260,171,TRUE
Fire Station 5,30.1,"4,881",2017/10/01 00:00:00+00,,1020 Hinson St,1923,171,TRUE
Fire Station 5,30,61016,2017/11/01 00:00:00+00,3591,"1020 Hinson St
Las Vegas, NV 89107
(36.160719, -115.195001)",980,171,TRUE
Fire Station 5,30.1,"3,591",2017/11/01 00:00:00+00,,1020 Hinson St,1924,171,TRUE
Fire Station 5,30,61016,2017/12/01 00:00:00+00,2868,"1020 Hinson St
Las Vegas, NV 89107
(36.160719, -115.195001)",468,171,TRUE
Fire Station 5,30.1,"2,868",2017/12/01 00:00:00+00,,1020 Hinson St,1925,171,TRUE
Fire Station 5,30,61016,2018/01/01 00:00:00+00,2812,"1020 Hinson St
Las Vegas, NV 89107
(36.160719, -115.195001)",600,171,TRUE
Fire Station 5,30.1,"2,812",2018/01/01 00:00:00+00,,1020 Hinson St,1926,171,TRUE
Fire Station 5,30,61016,2018/02/01 00:00:00+00,3353,"1020 Hinson St
Las Vegas, NV 89107
(36.160719, -115.195001)",1122,171,TRUE
Fire Station 5,30.1,"3,353",2018/02/01 00:00:00+00,,1020 Hinson St,1927,171,TRUE
Fire Station 5,30,61016,2018/03/01 00:00:00+00,4291,"1020 Hinson St
Las Vegas, NV 89107
(36.160719, -115.195001)",1150,171,TRUE
Fire Station 5,30.1,"4,291",2018/03/01 00:00:00+00,,1020 Hinson St,1928,171,TRUE
Fire Station 5,30,61016,2018/04/01 00:00:00+00,6515,"1020 Hinson St
Las Vegas, NV 89107
(36.160719, -115.195001)",1328,171,TRUE
Fire Station 5,30.1,"6,515",2018/04/01 00:00:00+00,,1020 Hinson St,1929,171,TRUE
Fire Station 5,30,61016,2018/05/01 00:00:00+00,7333,"1020 Hinson St
Las Vegas, NV 89107
(36.160719, -115.195001)",925,171,TRUE
Fire Station 5,30.1,"7,333",2018/05/01 00:00:00+00,,1020 Hinson St,1930,171,TRUE
Fire Station 5,30.1,"7,238",2018/06/01 00:00:00+00,,1020 Hinson St,1931,171,TRUE
Fire Station 5,30.1,"6,033",2018/07/01 00:00:00+00,,1020 Hinson St,2363,171,TRUE
Fire Station 5,30.1,"6,355",2018/08/01 00:00:00+00,,1020 Hinson St,2364,171,TRUE
Fire Station 5,30.1,"4,592",2018/09/01 00:00:00+00,,1020 Hinson St,2365,171,TRUE
Fire Station 5,30.1,"3,902",2018/10/01 00:00:00+00,,1020 Hinson St,2366,171,TRUE
Fire Station 5,30.1,"2,762",2018/11/01 00:00:00+00,,1020 Hinson St,2367,171,TRUE
Fire Station 5,30.1,"2,786",2018/12/01 00:00:00+00,,1020 Hinson St,2368,171,TRUE
Fire Station 5,30.1,"3,057",2019/01/01 00:00:00+00,,1020 Hinson St,2369,171,TRUE
Fire Station 5,30.1,"4,943",2019/02/01 00:00:00+00,,1020 Hinson St,2370,171,TRUE
Fire Station 5,30.1,"5,485",2019/03/01 00:00:00+00,,1020 Hinson St,2371,171,TRUE
Fire Station 5,30.1,"6,490",2019/04/01 00:00:00+00,,1020 Hinson St,2372,171,TRUE
Fire Station 5,30.1,"7,167",2019/05/01 00:00:00+00,,1020 Hinson St,2373,171,TRUE
Fire Station 5,30.1,"7,146",2019/06/01 00:00:00+00,,1020 Hinson St,2374,171,TRUE
Fire Station 5,30.1,6819,2019/07/01 00:00:00+00,,1020 Hinson St,2538,171,TRUE
Fire Station 5,30.1,"5,596",2019/08/01 00:00:00+00,,1020 Hinson St,2543,171,TRUE
Fire Station 5,30.1,"4,714",2019/09/01 00:00:00+00,,1020 Hinson St,2548,171,TRUE
Fire Station 5,30.1,"3,926",2019/10/01 00:00:00+00,,1020 Hinson St,2553,171,TRUE
Fire Station 5,30.1,"2,812",2019/11/01 00:00:00+00,,1020 Hinson St,2558,171,TRUE
Fire Station 5,30.1,"2,781",2019/12/01 00:00:00+00,,1020 Hinson St,2563,171,TRUE
Fire Station 5,30.1,"3,467",2020/01/01 00:00:00+00,,1020 Hinson St,2568,171,TRUE
Fire Station 5,30.1,"4,906",2020/02/01 00:00:00+00,,1020 Hinson St,2572,171,TRUE
Fire Station 5,30.1,"5,496",2020/03/01 00:00:00+00,,1020 Hinson St,2574,171,TRUE
Fire Station 5,30.1,"7,216",2020/04/01 00:00:00+00,,1020 Hinson St,2578,171,TRUE
Fire Station 5,30.1,"7,184",2020/05/01 00:00:00+00,,1020 Hinson St,2581,171,TRUE
Fire Station 5,30.1,"7,028",2020/06/01 00:00:00+00,,1020 Hinson St,2586,171,TRUE
Fire Station 5,30.1,6319,2020/07/01 00:00:00+00,,1020 Hinson St,2849,171,TRUE
Fire Station 5,30.1,"4,402",2020/08/01 00:00:00+00,,1020 Hinson St,2850,171,TRUE
Fire Station 5,30.1,"3,630",2020/09/01 00:00:00+00,,1020 Hinson St,2853,171,TRUE
Fire Station 5,30.1,"2,765",2020/10/01 00:00:00+00,,1020 Hinson St,2860,171,TRUE
Fire Station 5,30.1,"2,401",2020/11/01 00:00:00+00,,1020 Hinson St,2865,171,TRUE
Fire Station 5,30.1,"2,240",2020/12/01 00:00:00+00,,1020 Hinson St,2870,171,TRUE
Fire Station 5,30.1,"2,671",2021/01/01 00:00:00+00,,1020 Hinson St,2875,171,TRUE
Fire Station 5,30.1,"3,040",2021/02/01 00:00:00+00,,1020 Hinson St,2880,171,TRUE
Fire Station 5,30.1,"3,962",2021/03/01 00:00:00+00,,1020 Hinson St,2885,171,TRUE
Fire Station 5,30.1,"4,777",2021/04/01 00:00:00+00,,1020 Hinson St,2890,171,TRUE
Fire Station 5,30.1,"4,595",2021/05/01 00:00:00+00,,1020 Hinson St,2895,171,TRUE
Fire Station 5,30.1,,2021/06/01 00:00:00+00,,1020 Hinson St,2900,171,TRUE
Fire Station 6,31,50089,2014/07/01 00:00:00+00,4997,"1680 S Torrey Pines
Las Vegas, NV 89146",319,130,FALSE
Fire Station 6,31,50089,2014/08/01 00:00:00+00,4443,"1680 S Torrey Pines
Las Vegas, NV 89146",1589,130,FALSE
Fire Station 6,31,50089,2014/09/01 00:00:00+00,3722,"1680 S Torrey Pines
Las Vegas, NV 89146",710,130,FALSE
Fire Station 6,31,50089,2014/10/01 00:00:00+00,3316,"1680 S Torrey Pines
Las Vegas, NV 89146",379,130,FALSE
