Facility,KW_Rating,KWH_Generated,Date,Generated,Location,ObjectId,Number_of_Panels,Is_Over_Parking
City Hall Garage,200,400000,2014/07/01 00:00:00+00,22325,"500 S Main St
Las Vegas, NV 89101
(36.1670701, -115.1500373)",1321,774,FALSE
City Hall Garage,200,400000,2014/08/01 00:00:00+00,22325,"500 S Main St
Las Vegas, NV 89101
(36.1670701, -115.1500373)",487,774,FALSE
City Hall Garage,200,400000,2014/09/01 00:00:00+00,34100,"500 S Main St
Las Vegas, NV 89101
(36.1670701, -115.1500373)",1014,774,FALSE
City Hall Garage,200,400000,2014/10/01 00:00:00+00,24650,"500 S Main St
Las Vegas, NV 89101
(36.1670701, -115.1500373)",756,774,FALSE
City Hall Garage,200,400000,2014/11/01 00:00:00+00,19650,"500 S Main St
Las Vegas, NV 89101
(36.1670701, -115.1500373)",1040,774,FALSE
City Hall Garage,200,400000,2014/12/01 00:00:00+00,13050,"500 S Main St
Las Vegas, NV 89101
(36.1670701, -115.1500373)",1293,774,FALSE
City Hall Garage,200,400000,2015/02/01 00:00:00+00,19250,"500 S Main St
Las Vegas, NV 89101
(36.1670701, -115.1500373)",608,774,FALSE
City Hall Garage,200,400000,2015/03/01 00:00:00+00,26000,"500 S Main St
Las Vegas, NV 89101
(36.1670701, -115.1500373)",755,774,FALSE
City Hall Garage,200,400000,2015/04/01 00:00:00+00,33350,"500 S Main St
Las Vegas, NV 89101
(36.1670701, -115.1500373)",1353,774,FALSE
City Hall Garage,200,400000,2015/05/01 00:00:00+00,47500,"500 S Main St
Las Vegas, NV 89101
(36.1670701, -115.1500373)",1380,774,FALSE
City Hall Garage,200,400000,2015/06/01 00:00:00+00,40800,"500 S Main St
Las Vegas, NV 89101
(36.1670701, -115.1500373)",454,774,FALSE
City Hall Garage,200,400000,2015/07/01 00:00:00+00,45350,"500 S Main St
Las Vegas, NV 89101
(36.1670701, -115.1500373)",675,774,FALSE
City Hall Garage,200,400000,2015/08/01 00:00:00+00,35350,"500 S Main St
Las Vegas, NV 89101
(36.1670701, -115.1500373)",1428,774,FALSE
City Hall Garage,200,400000,2015/09/01 00:00:00+00,22550,"500 S Main St
Las Vegas, NV 89101
(36.1670701, -115.1500373)",1278,774,FALSE
City Hall Garage,200,400000,2015/10/01 00:00:00+00,21550,"500 S Main St
Las Vegas, NV 89101
(36.1670701, -115.1500373)",649,774,FALSE
City Hall Garage,200,400000,2015/11/01 00:00:00+00,16650,"500 S Main St
Las Vegas, NV 89101
(36.1670701, -115.1500373)",782,774,FALSE
City Hall Garage,200,400000,2015/12/01 00:00:00+00,16550,"500 S Main St
Las Vegas, NV 89101
(36.1670701, -115.1500373)",356,774,FALSE
City Hall Garage,200,400000,2016/01/01 00:00:00+00,23050,"500 S Main St
Las Vegas, NV 89101
(36.1670701, -115.1500373)",1157,774,FALSE
City Hall Garage,200,400000,2016/02/01 00:00:00+00,28700,"500 S Main St
Las Vegas, NV 89101
(36.1670701, -115.1500373)",1468,774,FALSE
City Hall Garage,200,400000,2016/09/01 00:00:00+00,33000,"500 S Main St
Las Vegas, NV 89101
(36.1670701, -115.1500373)",704,774,FALSE
City Hall Garage,200,400000,2016/10/01 00:00:00+00,18575,"500 S Main St
Las Vegas, NV 89101
(36.1670701, -115.1500373)",622,774,FALSE
City Hall Garage,200,400000,2017/01/01 00:00:00+00,13800,"500 S Main St
Las Vegas, NV 89101
(36.1670701, -115.1500373)",218,774,FALSE
City Hall Garage,200,400000,2017/02/01 00:00:00+00,19500,"500 S Main St
Las Vegas, NV 89101
(36.1670701, -115.1500373)",518,774,FALSE
City Hall Garage,200,400000,2017/03/01 00:00:00+00,26000,"500 S Main St
Las Vegas, NV 89101
(36.1670701, -115.1500373)",323,774,FALSE
City Hall Garage,200,400000,2017/04/01 00:00:00+00,33350,"500 S Main St
Las Vegas, NV 89101
(36.1670701, -115.1500373)",1485,774,FALSE
City Hall Garage,200,400000,2017/05/01 00:00:00+00,47500,"500 S Main St
Las Vegas, NV 89101
(36.1670701, -115.1500373)",1558,774,FALSE
City Hall Garage,200,400000,2017/06/01 00:00:00+00,45500,"500 S Main St
Las Vegas, NV 89101
(36.1670701, -115.1500373)",894,774,FALSE
City Hall Garage,200,400000,2017/07/01 00:00:00+00,34750,"500 S Main St
Las Vegas, NV 89101
(36.1670701, -115.1500373)",1151,774,FALSE
City Hall Garage,200,"34,750",2017/07/01 00:00:00+00,,500 S Main St,1757,774,FALSE
City Hall Garage,200,400000,2017/08/01 00:00:00+00,33950,"500 S Main St
Las Vegas, NV 89101
(36.1670701, -115.1500373)",1281,774,FALSE
City Hall Garage,200,"33,950",2017/08/01 00:00:00+00,,500 S Main St,1760,774,FALSE
City Hall Garage,200,400000,2017/09/01 00:00:00+00,33950,"500 S Main St
Las Vegas, NV 89101
(36.1670701, -115.1500373)",1226,774,FALSE
City Hall Garage,200,"33,950",2017/09/01 00:00:00+00,,500 S Main St,1764,774,FALSE
City Hall Garage,200,400000,2017/10/01 00:00:00+00,26150,"500 S Main St
Las Vegas, NV 89101
(36.1670701, -115.1500373)",661,774,FALSE
City Hall Garage,200,"26,150",2017/10/01 00:00:00+00,,500 S Main St,1814,774,FALSE
City Hall Garage,200,400000,2017/11/01 00:00:00+00,19000,"500 S Main St
Las Vegas, NV 89101
(36.1670701, -115.1500373)",340,774,FALSE
City Hall Garage,200,"19,000",2017/11/01 00:00:00+00,,500 S Main St,1817,774,FALSE
City Hall Garage,200,400000,2017/12/01 00:00:00+00,16700,"500 S Main St
Las Vegas, NV 89101
(36.1670701, -115.1500373)",108,774,FALSE
City Hall Garage,200,"16,700",2017/12/01 00:00:00+00,,500 S Main St,1862,774,FALSE
City Hall Garage,200,400000,2018/01/01 00:00:00+00,17250,"500 S Main St
Las Vegas, NV 89101
(36.1670701, -115.1500373)",915,774,FALSE
City Hall Garage,200,"17,250",2018/01/01 00:00:00+00,,500 S Main St,1864,774,FALSE
City Hall Garage,200,400000,2018/02/01 00:00:00+00,21850,"500 S Main St
Las Vegas, NV 89101
(36.1670701, -115.1500373)",182,774,FALSE
City Hall Garage,200,"21,850",2018/02/01 00:00:00+00,,500 S Main St,1866,774,FALSE
City Hall Garage,200,400000,2018/03/01 00:00:00+00,28500,"500 S Main St
Las Vegas, NV 89101
(36.1670701, -115.1500373)",1259,774,FALSE
City Hall Garage,200,"28,500",2018/03/01 00:00:00+00,,500 S Main St,1868,774,FALSE
City Hall Garage,200,400000,2018/04/01 00:00:00+00,36150,"500 S Main St
Las Vegas, NV 89101
(36.1670701, -115.1500373)",434,774,FALSE
City Hall Garage,200,"36,150",2018/04/01 00:00:00+00,,500 S Main St,1869,774,FALSE
City Hall Garage,200,400000,2018/05/01 00:00:00+00,36900,"500 S Main St
Las Vegas, NV 89101
(36.1670701, -115.1500373)",1323,774,FALSE
City Hall Garage,200,"36,900",2018/05/01 00:00:00+00,,500 S Main St,1870,774,FALSE
City Hall Garage,200,400000,2018/06/01 00:00:00+00,45300,"500 S Main St
Las Vegas, NV 89101
(36.1670701, -115.1500373)",1441,774,FALSE
City Hall Garage,200,"45,300",2018/06/01 00:00:00+00,,500 S Main St,1871,774,FALSE
City Hall Garage,200,400000,2018/07/01 00:00:00+00,38650,"500 S Main St
Las Vegas, NV 89101
(36.1670701, -115.1500373)",1436,774,FALSE
City Hall Garage,200,"38,650",2018/07/01 00:00:00+00,,500 S Main St,2403,774,FALSE
City Hall Garage,200,400000,2018/08/01 00:00:00+00,34400,"500 S Main St
Las Vegas, NV 89101
(36.1670701, -115.1500373)",1324,774,FALSE
City Hall Garage,200,"34,400",2018/08/01 00:00:00+00,,500 S Main St,2404,774,FALSE
City Hall Garage,200,400000,2018/09/01 00:00:00+00,34700,"500 S Main St
Las Vegas, NV 89101
(36.1670701, -115.1500373)",246,774,FALSE
City Hall Garage,200,"34,700",2018/09/01 00:00:00+00,,500 S Main St,2405,774,FALSE
City Hall Garage,200,400000,2018/10/01 00:00:00+00,20950,"500 S Main St
Las Vegas, NV 89101
(36.1670701, -115.1500373)",1234,774,FALSE
City Hall Garage,200,"20,950",2018/10/01 00:00:00+00,,500 S Main St,2406,774,FALSE
City Hall Garage,200,"17,850",2018/11/01 00:00:00+00,,500 S Main St,2407,774,FALSE
City Hall Garage,200,"11,200",2018/12/01 00:00:00+00,,500 S Main St,2408,774,FALSE
City Hall Garage,200,"10,450",2019/01/01 00:00:00+00,,500 S Main St,2409,774,FALSE
City Hall Garage,200,"18,500",2019/02/01 00:00:00+00,,500 S Main St,2410,774,FALSE
City Hall Garage,200,"28,050",2019/03/01 00:00:00+00,,500 S Main St,2411,774,FALSE
City Hall Garage,200,"36,150",2019/04/01 00:00:00+00,,500 S Main St,2412,774,FALSE
City Hall Garage,200,"42,600",2019/05/01 00:00:00+00,,500 S Main St,2413,774,FALSE
City Hall Garage,200,"38,700",2019/06/01 00:00:00+00,,500 S Main St,2414,774,FALSE
City Hall Garage,200,"38,000",2019/07/01 00:00:00+00,,500 S Main St,3167,774,FALSE
City Hall Garage,200,"18,500",2019/08/01 00:00:00+00,,500 S Main St,3168,774,FALSE
City Hall Garage,200,"13,900",2019/09/01 00:00:00+00,,500 S Main St,3169,774,FALSE
City Hall Garage,200,"11,250",2019/10/01 00:00:00+00,,500 S Main St,3170,774,FALSE
City Hall Garage,200,"8,600",2019/11/01 00:00:00+00,,500 S Main St,3171,774,FALSE
City Hall Garage,200,"6,700",2019/12/01 00:00:00+00,,500 S Main St,2852,774,FALSE
City Hall Garage,200,"8,050",2020/01/01 00:00:00+00,,500 S Main St,2859,774,FALSE
City Hall Garage,200,"18,350",2020/02/01 00:00:00+00,,500 S Main St,2864,774,FALSE
City Hall Garage,200,"27,750",2020/03/01 00:00:00+00,,500 S Main St,2869,774,FALSE
City Hall Garage,200,"37,250",2020/04/01 00:00:00+00,,500 S Main St,2874,774,FALSE
City Hall Garage,200,"21,450",2020/05/01 00:00:00+00,,500 S Main St,2879,774,FALSE
City Hall Garage,200,"21,100",2020/06/01 00:00:00+00,,500 S Main St,2884,774,FALSE
City Hall Garage,200,"23,700",2020/07/01 00:00:00+00,,500 S Main St,3286,774,FALSE
City Hall Garage,200,"18,500",2020/08/01 00:00:00+00,,500 S Main St,3287,774,FALSE
City Hall Garage,200,"16,000",2020/09/01 00:00:00+00,,500 S Main St,3288,774,FALSE
City Hall Garage,200,"13,250",2020/10/01 00:00:00+00,,500 S Main St,3289,774,FALSE
City Hall Garage,200,"10,500",2020/11/01 00:00:00+00,,500 S Main St,3290,774,FALSE
City Hall Garage,200,"8,100",2020/12/01 00:00:00+00,,500 S Main St,3291,774,FALSE
City Hall Garage,200,"7,600",2021/01/01 00:00:00+00,,500 S Main St,3292,774,FALSE
City Hall Garage,200,"10,200",2021/02/01 00:00:00+00,,500 S Main St,3293,774,FALSE
City Hall Garage,200,"13,900",2021/03/01 00:00:00+00,,500 S Main St,3294,774,FALSE
City Hall Garage,200,"18,900",2021/04/01 00:00:00+00,,500 S Main St,3295,774,FALSE
City Hall Garage,200,0,2021/05/01 00:00:00+00,,500 S Main St,3296,774,FALSE
City Hall Garage,200,0,2021/06/01 00:00:00+00,,500 S Main St,3297,774,FALSE
Detention Center,200,200000,2015/09/01 00:00:00+00,12889,"3100 Stewart Avenue
Las Vegas, NV 89101
(36.1667114, -115.1023453)",1158,844,TRUE
Detention Center,200,200000,2015/10/01 00:00:00+00,10632,"3100 Stewart Avenue
Las Vegas, NV 89101
(36.1667114, -115.1023453)",1358,844,TRUE
Detention Center,200,200000,2016/04/01 00:00:00+00,17706,"3100 Stewart Avenue
Las Vegas, NV 89101
(36.1667114, -115.1023453)",241,844,TRUE
Detention Center,200,200000,2017/01/01 00:00:00+00,10000,"3100 Stewart Avenue
Las Vegas, NV 89101
(36.1667114, -115.1023453)",897,844,TRUE
Detention Center,200,200000,2017/02/01 00:00:00+00,9000,"3100 Stewart Avenue
Las Vegas, NV 89101
(36.1667114, -115.1023453)",882,844,TRUE
Detention Center,200,200000,2017/03/01 00:00:00+00,14033,"3100 Stewart Avenue
Las Vegas, NV 89101
(36.1667114, -115.1023453)",1443,844,TRUE
Detention Center,200,200000,2017/04/01 00:00:00+00,16442,"3100 Stewart Avenue
Las Vegas, NV 89101
(36.1667114, -115.1023453)",1024,844,TRUE
Detention Center,200,200000,2017/05/01 00:00:00+00,20986,"3100 Stewart Avenue
Las Vegas, NV 89101
(36.1667114, -115.1023453)",1297,844,TRUE
Detention Center,200,200000,2017/06/01 00:00:00+00,24009,"3100 Stewart Avenue
Las Vegas, NV 89101
(36.1667114, -115.1023453)",341,844,TRUE
Detention Center,200,200000,2017/07/01 00:00:00+00,19191,"3100 Stewart Avenue
Las Vegas, NV 89101
(36.1667114, -115.1023453)",1576,844,TRUE
Detention Center,200,"19,191",2017/07/01 00:00:00+00,,3100 Stewart Ave,1982,844,TRUE
Detention Center,200,200000,2017/08/01 00:00:00+00,18189,"3100 Stewart Avenue
Las Vegas, NV 89101
(36.1667114, -115.1023453)",1495,844,TRUE
Detention Center,200,"18,189",2017/08/01 00:00:00+00,,3100 Stewart Ave,1983,844,TRUE
Detention Center,200,200000,2017/09/01 00:00:00+00,16625,"3100 Stewart Avenue
Las Vegas, NV 89101
(36.1667114, -115.1023453)",1183,844,TRUE
Detention Center,200,"16,625",2017/09/01 00:00:00+00,,3100 Stewart Ave,1984,844,TRUE
Detention Center,200,200000,2017/10/01 00:00:00+00,13443,"3100 Stewart Avenue
Las Vegas, NV 89101
(36.1667114, -115.1023453)",1363,844,TRUE
Detention Center,200,"13,443",2017/10/01 00:00:00+00,,3100 Stewart Ave,1985,844,TRUE
Detention Center,200,200000,2017/11/01 00:00:00+00,10150,"3100 Stewart Avenue
Las Vegas, NV 89101
(36.1667114, -115.1023453)",1476,844,TRUE
Detention Center,200,"10,150",2017/11/01 00:00:00+00,,3100 Stewart Ave,1986,844,TRUE
Detention Center,200,200000,2017/12/01 00:00:00+00,8214,"3100 Stewart Avenue
Las Vegas, NV 89101
(36.1667114, -115.1023453)",1219,844,TRUE
Detention Center,200,"8,214",2017/12/01 00:00:00+00,,3100 Stewart Ave,1987,844,TRUE
Detention Center,200,200000,2018/01/01 00:00:00+00,8158,"3100 Stewart Avenue
Las Vegas, NV 89101
(36.1667114, -115.1023453)",876,844,TRUE
Detention Center,200,"8,158",2018/01/01 00:00:00+00,,3100 Stewart Ave,1988,844,TRUE
Detention Center,200,200000,2018/02/01 00:00:00+00,9326,"3100 Stewart Avenue
Las Vegas, NV 89101
(36.1667114, -115.1023453)",829,844,TRUE
Detention Center,200,"9,326",2018/02/01 00:00:00+00,,3100 Stewart Ave,1989,844,TRUE
Detention Center,200,200000,2018/03/01 00:00:00+00,12105,"3100 Stewart Avenue
Las Vegas, NV 89101
(36.1667114, -115.1023453)",123,844,TRUE
Detention Center,200,"12,105",2018/03/01 00:00:00+00,,3100 Stewart Ave,1990,844,TRUE
Detention Center,200,200000,2018/04/01 00:00:00+00,17409,"3100 Stewart Avenue
Las Vegas, NV 89101
(36.1667114, -115.1023453)",1038,844,TRUE
Detention Center,200,"17,409",2018/04/01 00:00:00+00,,3100 Stewart Ave,1991,844,TRUE
Detention Center,200,200000,2018/05/01 00:00:00+00,19393,"3100 Stewart Avenue
Las Vegas, NV 89101
(36.1667114, -115.1023453)",718,844,TRUE
Detention Center,200,"19,393",2018/05/01 00:00:00+00,,3100 Stewart Ave,1992,844,TRUE
Detention Center,200,200000,2018/06/01 00:00:00+00,23844,"3100 Stewart Avenue
Las Vegas, NV 89101
(36.1667114, -115.1023453)",426,844,TRUE
Detention Center,200,"23,844",2018/06/01 00:00:00+00,,3100 Stewart Ave,1993,844,TRUE
Detention Center,200,200000,2018/07/01 00:00:00+00,20623,"3100 Stewart Avenue
Las Vegas, NV 89101
(36.1667114, -115.1023453)",1153,844,TRUE
Detention Center,200,"20,623",2018/07/01 00:00:00+00,,3100 Stewart Ave,2609,844,TRUE
Detention Center,200,200000,2018/08/01 00:00:00+00,18026,"3100 Stewart Avenue
Las Vegas, NV 89101
(36.1667114, -115.1023453)",1433,844,TRUE
Detention Center,200,"18,026",2018/08/01 00:00:00+00,,3100 Stewart Ave,2614,844,TRUE
Detention Center,200,200000,2018/09/01 00:00:00+00,18508,"3100 Stewart Avenue
Las Vegas, NV 89101
(36.1667114, -115.1023453)",998,844,TRUE
Detention Center,200,"18,508",2018/09/01 00:00:00+00,,3100 Stewart Ave,2619,844,TRUE
Detention Center,200,"12,383",2018/10/01 00:00:00+00,,3100 Stewart Ave,2624,844,TRUE
Detention Center,200,"10,492",2018/11/01 00:00:00+00,,3100 Stewart Ave,2625,844,TRUE
Detention Center,200,"7,741",2018/12/01 00:00:00+00,,3100 Stewart Ave,2626,844,TRUE
Detention Center,200,"6,498",2019/01/01 00:00:00+00,,3100 Stewart Ave,2627,844,TRUE
Detention Center,200,"8,535",2019/02/01 00:00:00+00,,3100 Stewart Ave,2628,844,TRUE
Detention Center,200,"13,814",2019/03/01 00:00:00+00,,3100 Stewart Ave,2629,844,TRUE
Detention Center,200,"10,928",2019/04/01 00:00:00+00,,3100 Stewart Ave,2630,844,TRUE
Detention Center,200,0,2019/05/01 00:00:00+00,,3100 Stewart Ave,2631,844,TRUE
Detention Center,200,0,2019/06/01 00:00:00+00,,3100 Stewart Ave,2632,844,TRUE
Detention Center,200,"16,849",2019/07/01 00:00:00+00,,3100 Stewart Ave,2911,844,TRUE
Detention Center,200,"20,239",2019/08/01 00:00:00+00,,3100 Stewart Ave,2912,844,TRUE
Detention Center,200,"15,772",2019/09/01 00:00:00+00,,3100 Stewart Ave,2913,844,TRUE
Detention Center,200,"12,709",2019/10/01 00:00:00+00,,3100 Stewart Ave,2914,844,TRUE
Detention Center,200,"10,420",2019/11/01 00:00:00+00,,3100 Stewart Ave,2915,844,TRUE
Detention Center,200,"7,528",2019/12/01 00:00:00+00,,3100 Stewart Ave,2916,844,TRUE
Detention Center,200,"6,734",2020/01/01 00:00:00+00,,3100 Stewart Ave,2917,844,TRUE
Detention Center,200,"9,842",2020/02/01 00:00:00+00,,3100 Stewart Ave,2918,844,TRUE
Detention Center,200,"12,470",2020/03/01 00:00:00+00,,3100 Stewart Ave,2919,844,TRUE
Detention Center,200,"15,827",2020/04/01 00:00:00+00,,3100 Stewart Ave,2920,844,TRUE
Detention Center,200,"21,719",2020/05/01 00:00:00+00,,3100 Stewart Ave,2921,844,TRUE
Detention Center,200,"21,960",2020/06/01 00:00:00+00,,3100 Stewart Ave,2922,844,TRUE
Detention Center,200,"22,722",2020/07/01 00:00:00+00,,3100 Stewart Ave,3402,844,TRUE
Detention Center,200,"19,009",2020/08/01 00:00:00+00,,3100 Stewart Ave,3403,844,TRUE
Detention Center,200,"16,040",2020/09/01 00:00:00+00,,3100 Stewart Ave,3404,844,TRUE
Detention Center,200,"8,726",2020/10/01 00:00:00+00,,3100 Stewart Ave,3405,844,TRUE
Detention Center,200,"10,749",2020/11/01 00:00:00+00,,3100 Stewart Ave,3406,844,TRUE
Detention Center,200,"9,342",2020/12/01 00:00:00+00,,3100 Stewart Ave,3407,844,TRUE
Detention Center,200,"6,591",2021/01/01 00:00:00+00,,3100 Stewart Ave,3408,844,TRUE
Detention Center,200,"6,970",2021/02/01 00:00:00+00,,3100 Stewart Ave,3409,844,TRUE
Detention Center,200,"12,513",2021/03/01 00:00:00+00,,3100 Stewart Ave,3410,844,TRUE
Detention Center,200,"15,295",2021/04/01 00:00:00+00,,3100 Stewart Ave,3411,844,TRUE
Detention Center,200,"18,508",2021/05/01 00:00:00+00,,3100 Stewart Ave,3412,844,TRUE
Detention Center,200,"22,258",2021/06/01 00:00:00+00,,3100 Stewart Ave,3413,844,TRUE
East Yard - Fire Equipment Center,46,70677,2014/07/01 00:00:00+00,7894,"3140 E Bonanza Rd
Las Vegas, NV 89101
(36.173702, -115.104989)",1452,828,TRUE
East Yard - Fire Equipment Center,46,70677,2014/08/01 00:00:00+00,8852,"3140 E Bonanza Rd
Las Vegas, NV 89101
(36.173702, -115.104989)",240,828,TRUE
East Yard - Fire Equipment Center,46,70677,2014/09/01 00:00:00+00,8844,"3140 E Bonanza Rd
Las Vegas, NV 89101
(36.173702, -115.104989)",83,828,TRUE
East Yard - Fire Equipment Center,46,70677,2014/10/01 00:00:00+00,8502,"3140 E Bonanza Rd
Las Vegas, NV 89101
(36.173702, -115.104989)",914,828,TRUE
East Yard - Fire Equipment Center,46,70677,2014/11/01 00:00:00+00,6209,"3140 E Bonanza Rd
Las Vegas, NV 89101
(36.173702, -115.104989)",709,828,TRUE
East Yard - Fire Equipment Center,46,70677,2014/12/01 00:00:00+00,7360,"3140 E Bonanza Rd
Las Vegas, NV 89101
(36.173702, -115.104989)",1162,828,TRUE
East Yard - Fire Equipment Center,46,70677,2015/01/01 00:00:00+00,7129,"3140 E Bonanza Rd
Las Vegas, NV 89101
(36.173702, -115.104989)",1056,828,TRUE
East Yard - Fire Equipment Center,46,70677,2015/02/01 00:00:00+00,6899,"3140 E Bonanza Rd
Las Vegas, NV 89101
(36.173702, -115.104989)",1052,828,TRUE
East Yard - Fire Equipment Center,46,70677,2015/03/01 00:00:00+00,8988,"3140 E Bonanza Rd
Las Vegas, NV 89101
(36.173702, -115.104989)",525,828,TRUE
East Yard - Fire Equipment Center,46,70677,2015/04/01 00:00:00+00,3363,"3140 E Bonanza Rd
Las Vegas, NV 89101
(36.173702, -115.104989)",904,828,TRUE
East Yard - Fire Equipment Center,46,70677,2015/05/01 00:00:00+00,3363,"3140 E Bonanza Rd
Las Vegas, NV 89101
(36.173702, -115.104989)",1384,828,TRUE
East Yard - Fire Equipment Center,46,70677,2015/06/01 00:00:00+00,3363,"3140 E Bonanza Rd
Las Vegas, NV 89101
(36.173702, -115.104989)",721,828,TRUE
East Yard - Fire Equipment Center,46,70677,2015/07/01 00:00:00+00,8180,"3140 E Bonanza Rd
Las Vegas, NV 89101
(36.173702, -115.104989)",1207,828,TRUE
East Yard - Fire Equipment Center,46,70677,2015/08/01 00:00:00+00,8180,"3140 E Bonanza Rd
Las Vegas, NV 89101
(36.173702, -115.104989)",395,828,TRUE
East Yard - Fire Equipment Center,46,70677,2015/09/01 00:00:00+00,7717,"3140 E Bonanza Rd
Las Vegas, NV 89101
(36.173702, -115.104989)",1489,828,TRUE
East Yard - Fire Equipment Center,46,70677,2015/10/01 00:00:00+00,7717,"3140 E Bonanza Rd
Las Vegas, NV 89101
(36.173702, -115.104989)",392,828,TRUE
East Yard - Fire Equipment Center,46,70677,2015/11/01 00:00:00+00,6774,"3140 E Bonanza Rd
Las Vegas, NV 89101
(36.173702, -115.104989)",1107,828,TRUE
East Yard - Fire Equipment Center,46,70677,2016/09/01 00:00:00+00,3722,"3140 E Bonanza Rd
Las Vegas, NV 89101
(36.173702, -115.104989)",1057,828,TRUE
East Yard - Fire Equipment Center,46,70677,2016/10/01 00:00:00+00,9500,"3140 E Bonanza Rd
Las Vegas, NV 89101
(36.173702, -115.104989)",1098,828,TRUE
East Yard - Fire Equipment Center,46,70677,2017/01/01 00:00:00+00,5852,"3140 E Bonanza Rd
Las Vegas, NV 89101
(36.173702, -115.104989)",1233,828,TRUE
East Yard - Fire Equipment Center,46,70677,2017/02/01 00:00:00+00,6487,"3140 E Bonanza Rd
Las Vegas, NV 89101
(36.173702, -115.104989)",790,828,TRUE
East Yard - Fire Equipment Center,46,70677,2017/03/01 00:00:00+00,8505,"3140 E Bonanza Rd
Las Vegas, NV 89101
(36.173702, -115.104989)",683,828,TRUE
East Yard - Fire Equipment Center,46,70677,2017/04/01 00:00:00+00,9506,"3140 E Bonanza Rd
Las Vegas, NV 89101
(36.173702, -115.104989)",973,828,TRUE
East Yard - Fire Equipment Center,46,70677,2017/05/01 00:00:00+00,3363,"3140 E Bonanza Rd
Las Vegas, NV 89101
(36.173702, -115.104989)",106,828,TRUE
East Yard - Fire Equipment Center,46,70677,2017/06/01 00:00:00+00,3363,"3140 E Bonanza Rd
Las Vegas, NV 89101
(36.173702, -115.104989)",703,828,TRUE
East Yard - Fire Equipment Center,46,70677,2017/07/01 00:00:00+00,7788,"3140 E Bonanza Rd
Las Vegas, NV 89101
(36.173702, -115.104989)",490,828,TRUE
East Yard - Fire Equipment Center,45.6,"7,788",2017/07/01 00:00:00+00,,3140 E Bonanza Rd,1802,828,TRUE
East Yard - Fire Equipment Center,46,70677,2017/08/01 00:00:00+00,8564,"3140 E Bonanza Rd
Las Vegas, NV 89101
(36.173702, -115.104989)",595,828,TRUE
East Yard - Fire Equipment Center,45.6,"8,564",2017/08/01 00:00:00+00,,3140 E Bonanza Rd,1803,828,TRUE
East Yard - Fire Equipment Center,46,70677,2017/09/01 00:00:00+00,9197,"3140 E Bonanza Rd
Las Vegas, NV 89101
(36.173702, -115.104989)",418,828,TRUE
East Yard - Fire Equipment Center,45.6,"9,197",2017/09/01 00:00:00+00,,3140 E Bonanza Rd,1804,828,TRUE
East Yard - Fire Equipment Center,46,70677,2017/10/01 00:00:00+00,8545,"3140 E Bonanza Rd
Las Vegas, NV 89101
(36.173702, -115.104989)",1593,828,TRUE
East Yard - Fire Equipment Center,45.6,"8,545",2017/10/01 00:00:00+00,,3140 E Bonanza Rd,1805,828,TRUE
East Yard - Fire Equipment Center,46,70677,2017/11/01 00:00:00+00,7044,"3140 E Bonanza Rd
Las Vegas, NV 89101
(36.173702, -115.104989)",250,828,TRUE
East Yard - Fire Equipment Center,45.6,"7,044",2017/11/01 00:00:00+00,,3140 E Bonanza Rd,1806,828,TRUE
East Yard - Fire Equipment Center,46,70677,2017/12/01 00:00:00+00,6704,"3140 E Bonanza Rd
Las Vegas, NV 89101
(36.173702, -115.104989)",654,828,TRUE
East Yard - Fire Equipment Center,45.6,"6,704",2017/12/01 00:00:00+00,,3140 E Bonanza Rd,1807,828,TRUE
East Yard - Fire Equipment Center,46,70677,2018/01/01 00:00:00+00,6510,"3140 E Bonanza Rd
Las Vegas, NV 89101
(36.173702, -115.104989)",131,828,TRUE
East Yard - Fire Equipment Center,45.6,"6,510",2018/01/01 00:00:00+00,,3140 E Bonanza Rd,1808,828,TRUE
East Yard - Fire Equipment Center,46,70677,2018/02/01 00:00:00+00,7640,"3140 E Bonanza Rd
Las Vegas, NV 89101
(36.173702, -115.104989)",1125,828,TRUE
East Yard - Fire Equipment Center,45.6,"7,640",2018/02/01 00:00:00+00,,3140 E Bonanza Rd,1809,828,TRUE
East Yard - Fire Equipment Center,46,70677,2018/03/01 00:00:00+00,7572,"3140 E Bonanza Rd
Las Vegas, NV 89101
(36.173702, -115.104989)",1448,828,TRUE
East Yard - Fire Equipment Center,45.6,"7,572",2018/03/01 00:00:00+00,,3140 E Bonanza Rd,1810,828,TRUE
East Yard - Fire Equipment Center,46,70677,2018/04/01 00:00:00+00,9878,"3140 E Bonanza Rd
Las Vegas, NV 89101
(36.173702, -115.104989)",447,828,TRUE
East Yard - Fire Equipment Center,45.6,"9,878",2018/04/01 00:00:00+00,,3140 E Bonanza Rd,1811,828,TRUE
East Yard - Fire Equipment Center,46,70677,2018/05/01 00:00:00+00,9125,"3140 E Bonanza Rd
Las Vegas, NV 89101
(36.173702, -115.104989)",1560,828,TRUE
East Yard - Fire Equipment Center,45.6,"9,125",2018/05/01 00:00:00+00,,3140 E Bonanza Rd,1812,828,TRUE
East Yard - Fire Equipment Center,46,70677,2018/06/01 00:00:00+00,9376,"3140 E Bonanza Rd
Las Vegas, NV 89101
(36.173702, -115.104989)",879,828,TRUE
East Yard - Fire Equipment Center,45.6,"9,376",2018/06/01 00:00:00+00,,3140 E Bonanza Rd,1689,828,TRUE
East Yard - Fire Equipment Center,45.6,"8,954",2018/07/01 00:00:00+00,,3140 E Bonanza Rd,2134,828,TRUE
